gene	spearman	p	q
H3F3A	0.35057	6.77e-06	8.72e-06
GTPBP10	0.350472	6.81e-06	8.77e-06
SERPINF2	0.350442	6.83e-06	8.79e-06
SMC6	0.350406	6.84e-06	8.81e-06
CHD4	0.350293	6.89e-06	8.87e-06
DYNLL1	0.349824	7.1e-06	9.13e-06
ACOT8	0.349812	7.11e-06	9.14e-06
RABL3	0.349746	7.14e-06	9.17e-06
RBM15	0.349684	7.16e-06	9.21e-06
TAB1	0.349669	7.17e-06	9.22e-06
BOLA1	0.349606	7.2e-06	9.25e-06
SCAMP2	0.349448	7.27e-06	9.34e-06
GNAQ	0.349269	7.36e-06	9.45e-06
TFIP11	0.349224	7.38e-06	9.47e-06
FOCAD	0.349206	7.38e-06	9.48e-06
ARPC2	0.349089	7.44e-06	9.55e-06
DDX54	0.34866	7.64e-06	9.81e-06
CETN2	0.34863	7.66e-06	9.83e-06
TM9SF4	0.348621	7.66e-06	9.83e-06
MED23	0.348403	7.77e-06	9.96e-06
HNRNPH1	0.34837	7.79e-06	9.98e-06
WDR74	0.348271	7.83e-06	1e-05
RPIA	0.348209	7.87e-06	1.01e-05
TMEM87A	0.348161	7.89e-06	1.01e-05
RMDN1	0.348056	7.94e-06	1.02e-05
AP2A1	0.347991	7.97e-06	1.02e-05
UBA3	0.347961	7.99e-06	1.02e-05
EEF2	0.347427	8.26e-06	1.06e-05
TMPPE	0.347415	8.27e-06	1.06e-05
TIMM17A	0.346844	8.57e-06	1.1e-05
GSTM2	0.346426	8.8e-06	1.13e-05
WDR55	0.346394	8.82e-06	1.13e-05
RABIF	0.345725	8.06e-06	1.03e-05
PHKG2	0.345689	9.22e-06	1.18e-05
ZNF638	0.345495	9.33e-06	1.19e-05
HAUS4	0.345456	9.35e-06	1.2e-05
MALSU1	0.345301	9.44e-06	1.21e-05
RAB18	0.345095	9.56e-06	1.22e-05
SECISBP2L	0.34508	9.57e-06	1.22e-05
TRIM26	0.345068	9.58e-06	1.22e-05
ARMC8	0.344973	9.64e-06	1.23e-05
EIF4H	0.344698	9.8e-06	1.25e-05
CTDSPL2	0.344653	9.83e-06	1.25e-05
CLEC16A	0.344468	9.95e-06	1.27e-05
MORF4L1	0.344277	1.01e-05	1.28e-05
AKT1S1	0.344265	1.01e-05	1.28e-05
TRRAP	0.344211	1.01e-05	1.29e-05
SUMO1	0.344119	1.02e-05	1.3e-05
SLMAP	0.344086	1.02e-05	1.3e-05
KLKB1	0.344032	1.02e-05	1.3e-05
PDCD6IP	0.343889	1.03e-05	1.31e-05
CUL3	0.343856	1.03e-05	1.32e-05
PPP1R8	0.343593	1.05e-05	1.34e-05
ORMDL3	0.343271	1.07e-05	1.36e-05
KRIT1	0.343178	1.08e-05	1.37e-05
SBF2	0.343169	1.08e-05	1.37e-05
AKAP8L	0.343023	1.09e-05	1.38e-05
COMMD1	0.342999	1.09e-05	1.39e-05
DMXL2	0.342877	1.1e-05	1.4e-05
RNH1	0.342838	1.1e-05	1.4e-05
EXT2	0.342468	1.13e-05	1.43e-05
PUM2	0.341781	1.18e-05	1.49e-05
WIZ	0.341742	1.18e-05	1.5e-05
CETP	0.341402	1.2e-05	1.53e-05
LMF2	0.341199	1.22e-05	1.55e-05
NEDD8	0.340909	1.24e-05	1.58e-05
GPX4	0.340688	1.26e-05	1.6e-05
HNRNPM	0.340471	1.27e-05	1.62e-05
ALG6	0.340435	1.28e-05	1.62e-05
ILK	0.340375	1.28e-05	1.63e-05
INPP5B	0.3403	1.29e-05	1.63e-05
TNRC6B	0.340076	1.31e-05	1.66e-05
EXOSC9	0.340056	1.31e-05	1.66e-05
HSPB11	0.340023	1.31e-05	1.66e-05
EHD3	0.339832	1.33e-05	1.68e-05
BANF1	0.339658	1.34e-05	1.7e-05
C19orf25	0.339479	1.35e-05	1.72e-05
STRN	0.339339	1.37e-05	1.73e-05
PICALM	0.33933	1.37e-05	1.73e-05
NFKBIB	0.339285	1.37e-05	1.74e-05
NSMCE2	0.339267	1.37e-05	1.74e-05
TWF1	0.339211	1.38e-05	1.74e-05
PMPCB	0.338425	1.44e-05	1.83e-05
COPE	0.338396	1.45e-05	1.83e-05
RSF1	0.338309	1.45e-05	1.84e-05
ARAP1	0.338157	1.47e-05	1.86e-05
RPL7L1	0.338118	1.47e-05	1.86e-05
SERINC1	0.337843	1.5e-05	1.89e-05
GTF2B	0.337807	1.5e-05	1.9e-05
U2AF2	0.337473	1.53e-05	1.93e-05
PPP1CA	0.337076	1.57e-05	1.98e-05
PSMD4	0.336933	1.58e-05	2e-05
C11orf58	0.336858	1.59e-05	2.01e-05
ITGAL	0.336795	1.6e-05	2.01e-05
NDUFAF1	0.336592	1.61e-05	2.04e-05
NOL8	0.336578	1.62e-05	2.04e-05
RAPGEF1	0.336252	1.65e-05	2.08e-05
TMEM11	0.336231	1.65e-05	2.08e-05
ATP2C1	0.336049	1.67e-05	2.11e-05
CCDC47	0.335912	1.68e-05	2.12e-05
PIK3R1	0.335571	1.72e-05	2.17e-05
GABPB1	0.335359	1.74e-05	2.19e-05
DUS1L	0.335321	1.74e-05	2.2e-05
ZC3H11A	0.335156	1.76e-05	2.22e-05
DENND4B	0.334816	1.8e-05	2.27e-05
TTI1	0.334816	1.8e-05	2.27e-05
FEZ2	0.334652	1.82e-05	2.29e-05
KIAA1468	0.334649	1.62e-05	2.05e-05
RCOR1	0.33435	1.85e-05	2.33e-05
CDO1	0.334061	1.88e-05	2.37e-05
TMED7	0.33341	1.96e-05	2.46e-05
COG4	0.333171	1.99e-05	2.5e-05
TXN	0.333147	1.99e-05	2.5e-05
RWDD1	0.332873	2.02e-05	2.54e-05
NDUFS1	0.332556	2.06e-05	2.59e-05
EIF5B	0.332061	2.12e-05	2.67e-05
OS9	0.332052	2.12e-05	2.67e-05
UBL4A	0.331878	2.15e-05	2.7e-05
COQ6	0.331541	2.19e-05	2.75e-05
DDX20	0.331484	2.2e-05	2.76e-05
KPNA1	0.331463	2.2e-05	2.76e-05
IGFBP5	0.331323	2.22e-05	2.79e-05
IK	0.331105	2.25e-05	2.82e-05
CPSF3	0.331043	2.26e-05	2.83e-05
GTF2F1	0.330887	2.28e-05	2.86e-05
INTS9	0.330717	2.3e-05	2.89e-05
TMA7	0.330577	2.32e-05	2.91e-05
HGS	0.330571	2.32e-05	2.91e-05
ATF1	0.330272	2.36e-05	2.96e-05
CTNNBL1	0.330254	2.36e-05	2.96e-05
CAB39L	0.329971	2.4e-05	3.01e-05
RFX1	0.329938	2.41e-05	3.02e-05
EMC8	0.329559	2.46e-05	3.09e-05
SCAF1	0.329302	2.5e-05	3.13e-05
TMED9	0.329275	2.51e-05	3.14e-05
DOLPP1	0.329215	2.51e-05	3.15e-05
SACM1L	0.329209	2.52e-05	3.15e-05
NHLRC1	0.329108	2.53e-05	3.17e-05
SRPRB	0.328959	2.55e-05	3.2e-05
SSR4	0.328651	2.6e-05	3.25e-05
CSTF3	0.328535	2.62e-05	3.27e-05
BTN2A1	0.328526	2.62e-05	3.28e-05
COMMD9	0.328493	2.62e-05	3.28e-05
LIPA	0.328421	2.64e-05	3.29e-05
CHMP6	0.328415	2.64e-05	3.3e-05
PFDN4	0.328382	2.64e-05	3.3e-05
TFG	0.328332	2.65e-05	3.31e-05
RRP36	0.328293	2.66e-05	3.32e-05
UTP6	0.328284	2.66e-05	3.32e-05
NDUFS7	0.328281	2.66e-05	3.32e-05
NDUFAF2	0.328159	2.68e-05	3.34e-05
ARMC1	0.328138	2.68e-05	3.35e-05
NOA1	0.327845	2.73e-05	3.4e-05
SMG1	0.327741	2.74e-05	3.42e-05
UBE3A	0.327338	2.81e-05	3.5e-05
MTCH1	0.327314	2.81e-05	3.51e-05
IGLL5	0.327174	2.56e-05	3.2e-05
ATF2	0.326917	2.88e-05	3.59e-05
KMT2B	0.326702	2.92e-05	3.64e-05
ABL1	0.326699	2.92e-05	3.64e-05
TIMP3	0.326666	2.92e-05	3.64e-05
PNISR	0.326627	2.93e-05	3.65e-05
LETMD1	0.326451	2.96e-05	3.69e-05
HLA-DQB1	0.326373	2.97e-05	3.7e-05
REL	0.326334	2.98e-05	3.71e-05
PEX2	0.326269	2.99e-05	3.72e-05
PREPL	0.326096	3.02e-05	3.76e-05
TSNAX	0.326051	3.03e-05	3.77e-05
SPTLC1	0.325994	3.04e-05	3.78e-05
PRRC2B	0.325812	3.07e-05	3.82e-05
TSC2	0.325806	3.07e-05	3.82e-05
MRPL39	0.324988	3.23e-05	4.01e-05
TEP1	0.324758	3.27e-05	4.06e-05
WDR7	0.324421	3.33e-05	4.14e-05
PRPF39	0.324346	3.35e-05	4.16e-05
CLEC4M	0.324172	3.07e-05	3.81e-05
RHOT2	0.324039	3.41e-05	4.23e-05
EFR3A	0.323961	3.42e-05	4.25e-05
STX18	0.323955	3.43e-05	4.25e-05
MAP3K7	0.322952	3.63e-05	4.51e-05
TBC1D8	0.322862	3.65e-05	4.53e-05
RPF2	0.322585	3.71e-05	4.6e-05
MRPS16	0.32251	3.73e-05	4.62e-05
MTA2	0.322477	3.73e-05	4.63e-05
EXOSC10	0.322068	3.82e-05	4.74e-05
FGG	0.322021	3.83e-05	4.75e-05
UBQLN1	0.321489	3.95e-05	4.9e-05
RBM42	0.321444	3.96e-05	4.91e-05
RPS2	0.321244	4.01e-05	4.97e-05
CD109	0.320749	4.12e-05	5.11e-05
EIF4A2	0.320653	4.15e-05	5.14e-05
ENY2	0.320223	4.25e-05	5.27e-05
TXNDC9	0.320182	4.26e-05	5.28e-05
MON2	0.319958	4.32e-05	5.34e-05
MT-CO2	0.319844	4.35e-05	5.38e-05
AIMP2	0.319665	4.39e-05	5.43e-05
CCNT1	0.319647	4.39e-05	5.44e-05
SAFB2	0.319134	4.53e-05	5.6e-05
KAT8	0.318996	4.56e-05	5.64e-05
PPP1R10	0.31894	4.58e-05	5.66e-05
RAP1A	0.318751	4.63e-05	5.72e-05
CTNNB1	0.318504	4.69e-05	5.8e-05
RTF1	0.318411	4.72e-05	5.83e-05
BAD	0.318199	4.77e-05	5.9e-05
MARS2	0.318056	4.81e-05	5.95e-05
MRPS2	0.318047	4.82e-05	5.95e-05
IMPA1	0.317942	4.85e-05	5.98e-05
EMC7	0.317683	4.92e-05	6.07e-05
DIP2B	0.317524	4.96e-05	6.12e-05
MRPL44	0.317366	5.01e-05	6.18e-05
COG8	0.317202	5.05e-05	6.23e-05
ARFRP1	0.317118	5.08e-05	6.26e-05
COL6A6	0.316907	4.7e-05	5.81e-05
TRIM27	0.316745	5.19e-05	6.4e-05
GCC2	0.316536	5.25e-05	6.47e-05
TTR	0.316378	5.3e-05	6.53e-05
COA6	0.316271	5.33e-05	6.57e-05
TMEM126A	0.316235	5.34e-05	6.58e-05
NF1	0.315835	5.46e-05	6.73e-05
LTN1	0.315706	5.5e-05	6.78e-05
RNF20	0.315539	5.55e-05	6.84e-05
MICU1	0.315524	5.56e-05	6.84e-05
SAMD4B	0.315041	5.71e-05	7.03e-05
SNW1	0.315026	5.72e-05	7.04e-05
RAB2B	0.315005	5.73e-05	7.04e-05
PRPSAP2	0.314987	5.73e-05	7.05e-05
ZGPAT	0.314644	5.84e-05	7.19e-05
MTPN	0.314229	5.98e-05	7.35e-05
NDUFAF5	0.313802	6.13e-05	7.53e-05
CMC1	0.313742	6.15e-05	7.56e-05
RPP40	0.313658	6.18e-05	7.59e-05
SYMPK	0.31333	6.29e-05	7.73e-05
RPL26	0.313148	6.36e-05	7.81e-05
TMEM106B	0.313139	6.36e-05	7.81e-05
UBAC1	0.313076	6.38e-05	7.84e-05
NHLRC2	0.313037	6.4e-05	7.85e-05
GNS	0.312954	6.43e-05	7.89e-05
GPAA1	0.312428	6.62e-05	8.12e-05
TMSB10	0.312294	6.67e-05	8.18e-05
AATF	0.312094	6.74e-05	8.27e-05
MT-ND5	0.311795	6.86e-05	8.41e-05
ITPRIP	0.311709	6.89e-05	8.45e-05
ZNF24	0.3117	6.89e-05	8.45e-05
SNX17	0.311521	6.96e-05	8.53e-05
TRAPPC11	0.311404	7.01e-05	8.59e-05
HNRNPLL	0.311055	7.15e-05	8.76e-05
PIGT	0.310915	7.2e-05	8.82e-05
PTP4A1	0.310876	7.22e-05	8.84e-05
GAR1	0.310792	7.25e-05	8.88e-05
CCT3	0.310664	7.3e-05	8.94e-05
SRP72	0.310577	7.34e-05	8.98e-05
UBE4A	0.310571	7.34e-05	8.98e-05
PAXBP1	0.310562	7.35e-05	8.99e-05
STK38L	0.310533	7.36e-05	9e-05
FHOD1	0.310482	7.38e-05	9.02e-05
KRAS	0.310482	7.38e-05	9.02e-05
METTL17	0.310428	7.4e-05	9.05e-05
MED12	0.30998	7.59e-05	9.27e-05
GALNT10	0.308595	8.19e-05	0.0001
NUP88	0.308556	8.21e-05	0.0001
CCZ1	0.308392	8.29e-05	0.000101
CDC23	0.308383	8.29e-05	0.000101
MEN1	0.30824	8.36e-05	0.000102
C7	0.308207	8.37e-05	0.000102
TIMMDC1	0.308117	8.41e-05	0.000103
DPP8	0.308079	8.43e-05	0.000103
RANBP9	0.307941	8.49e-05	0.000104
PPP1R12A	0.307879	8.52e-05	0.000104
PRPF40A	0.307595	8.66e-05	0.000106
PTPMT1	0.306965	8.96e-05	0.000109
TMA16	0.306965	8.96e-05	0.000109
NDUFB6	0.306959	8.97e-05	0.000109
NCOR2	0.306568	9.16e-05	0.000112
SNX5	0.306532	9.18e-05	0.000112
SRP68	0.306407	9.24e-05	0.000113
INTS6	0.306105	9.4e-05	0.000114
NID1	0.30609	9.4e-05	0.000115
MRPL18	0.306001	9.45e-05	0.000115
VARS2	0.305962	9.47e-05	0.000115
FAM83H	0.305562	9.68e-05	0.000118
MRPS28	0.305311	9.81e-05	0.000119
CHMP5	0.305183	9.88e-05	0.00012
CBX3	0.305078	9.94e-05	0.000121
ALYREF	0.304929	0.0001	0.000122
URB1	0.304541	0.000102	0.000124
IGHMBP2	0.304344	0.000103	0.000126
UQCRFS1	0.304048	0.000105	0.000128
LIMS1	0.304024	0.000105	0.000128
SEC11C	0.303789	0.000107	0.00013
RNF214	0.30352	0.000108	0.000131
DIP2A	0.303365	0.000109	0.000133
FGB	0.303305	0.000109	0.000133
SERPINF1	0.303266	0.00011	0.000133
TSSC4	0.302926	0.000112	0.000136
PRPF38B	0.302538	0.000114	0.000138
INTS8	0.302523	0.000114	0.000139
MBNL1	0.302484	0.000114	0.000139
AGK	0.302445	0.000115	0.000139
FAM32A	0.302185	0.000116	0.000141
CSNK1G3	0.302069	0.000117	0.000142
RAP1B	0.30192	0.000118	0.000143
RAB8A	0.301776	0.000119	0.000144
NUP98	0.301576	0.00012	0.000146
DRG1	0.30146	0.000121	0.000147
MYL3	0.300876	0.000116	0.000141
MCL1	0.30074	0.000126	0.000152
TMEM209	0.300731	0.000126	0.000152
EXOSC8	0.300343	0.000128	0.000156
GNL3L	0.300334	0.000129	0.000156
GRB2	0.2998	0.000132	0.00016
WDR48	0.299716	0.000133	0.000161
GRN	0.299391	0.000135	0.000164
SMARCC2	0.299352	0.000135	0.000164
UNK	0.299089	0.000137	0.000166
SHANK3	0.298976	0.000138	0.000167
BLOC1S2	0.298913	0.000139	0.000168
GMPPA	0.298913	0.000139	0.000168
PHC2	0.298872	0.000139	0.000168
FKBP8	0.29883	0.000139	0.000168
RPL3	0.298686	0.00014	0.00017
CLEC3B	0.298561	0.000141	0.000171
MRPL2	0.29828	0.000143	0.000173
FTL	0.297964	0.000146	0.000176
TRIM3	0.297764	0.000147	0.000178
SEC62	0.297731	0.000148	0.000178
SF3B2	0.297486	0.00015	0.000181
LENG8	0.297358	0.000151	0.000182
TRAF6	0.297151	0.000143	0.000172
RPS6	0.297137	0.000152	0.000184
MRPS18B	0.297089	0.000153	0.000184
IPO7	0.296973	0.000154	0.000185
STX10	0.296916	0.000154	0.000186
DOHH	0.29671	0.000156	0.000188
MT-CO3	0.296603	0.000157	0.000189
MAST3	0.296185	0.00016	0.000193
FRG1	0.296113	0.000161	0.000194
SPTY2D1	0.295907	0.000163	0.000196
DENR	0.295868	0.000163	0.000196
EXOC3	0.295799	0.000164	0.000197
PLG	0.295755	0.000164	0.000197
CHD2	0.295683	0.000165	0.000198
IGF2R	0.295573	0.000166	0.000199
SNX4	0.294787	0.000173	0.000208
APOOL	0.294692	0.000174	0.000209
DPY30	0.294671	0.000174	0.000209
TAF5	0.294647	0.000174	0.000209
SSSCA1	0.294558	0.000175	0.00021
SRSF10	0.294175	0.000178	0.000214
RPAP1	0.29402	0.00018	0.000216
DAPK1	0.293802	0.000182	0.000218
INTS3	0.293749	0.000182	0.000219
MRPL15	0.293725	0.000183	0.000219
SNX14	0.293716	0.000183	0.000219
NDUFB10	0.293653	0.000183	0.00022
GRK6	0.293334	0.000186	0.000224
AGO2	0.293298	0.000187	0.000224
ELP2	0.292984	0.00019	0.000228
BAG6	0.292402	0.000196	0.000235
DMXL1	0.292115	0.000199	0.000238
RPL8	0.292017	0.0002	0.000239
TF	0.291668	0.000203	0.000244
PIKFYVE	0.291635	0.000204	0.000244
METTL14	0.291608	0.000204	0.000244
PPP4R2	0.291599	0.000204	0.000244
GTF2E1	0.291557	0.000205	0.000245
RTCB	0.291429	0.000206	0.000246
BRAF	0.291369	0.000207	0.000247
SRSF4	0.291053	0.00021	0.000251
EEF1D	0.29059	0.000215	0.000257
TXN2	0.290491	0.000216	0.000259
ATP2A2	0.290348	0.000218	0.00026
SF3B3	0.290238	0.000219	0.000262
LNPEP	0.290142	0.00022	0.000263
PSAP	0.289814	0.000224	0.000268
CFP	0.289766	0.000224	0.000268
RPUSD4	0.289745	0.000225	0.000268
EIF3K	0.289479	0.000228	0.000272
SAP30L	0.289402	0.000229	0.000273
PSMA5	0.289342	0.000229	0.000274
DGUOK	0.28916	0.000232	0.000276
SDHC	0.289145	0.000232	0.000277
MARCH5	0.289133	0.000232	0.000277
USE1	0.289097	0.000232	0.000277
IMP4	0.288954	0.000234	0.000279
APOF	0.288715	0.000224	0.000267
WDR45	0.288676	0.000238	0.000283
NUP35	0.288455	0.00024	0.000286
WDR24	0.288425	0.000241	0.000287
YWHAB	0.288211	0.000243	0.00029
GNB4	0.288038	0.000232	0.000276
CSNK1D	0.287897	0.000247	0.000294
CSTF2T	0.287828	0.000248	0.000295
CCDC22	0.287566	0.000251	0.000299
VPS33A	0.287315	0.000255	0.000303
C9orf78	0.286888	0.00026	0.00031
HMGN4	0.286467	0.000266	0.000317
GSTCD	0.286461	0.000266	0.000317
CDKN2AIPNL	0.286395	0.000267	0.000318
C7orf50	0.286216	0.000269	0.00032
RPL35	0.285768	0.000276	0.000328
TSC22D4	0.285757	0.000276	0.000328
MTMR3	0.285724	0.000276	0.000328
TRPT1	0.285504	0.000264	0.000315
MIS12	0.285195	0.000284	0.000337
DNAJB9	0.285022	0.000286	0.00034
COPG1	0.284962	0.000287	0.000341
GOLGA4	0.284598	0.000293	0.000347
ELP6	0.284565	0.000293	0.000348
TMEM201	0.284434	0.000295	0.00035
RNF31	0.284374	0.000296	0.000351
MFAP5	0.284317	0.000281	0.000334
LSM2	0.284201	0.000299	0.000354
ZFAND6	0.283864	0.000304	0.00036
RAB11B	0.283616	0.000308	0.000365
THRAP3	0.283419	0.000311	0.000368
COG5	0.282562	0.000324	0.000385
CAB39	0.282479	0.000326	0.000386
PURA	0.282395	0.000327	0.000388
RANBP6	0.282299	0.000329	0.00039
TMUB2	0.282198	0.00033	0.000391
CD5L	0.281658	0.00034	0.000402
TMCO1	0.281505	0.000342	0.000405
FAM160A2	0.281452	0.000343	0.000406
RPL36A	0.281308	0.000346	0.000409
RAB5C	0.280914	0.000353	0.000417
COMMD8	0.280911	0.000353	0.000417
WDFY3	0.280756	0.000355	0.00042
VPS41	0.280678	0.000339	0.000401
BIRC6	0.280666	0.000357	0.000422
WIPF2	0.280398	0.000362	0.000428
EIF4B	0.280389	0.000362	0.000428
RPS15	0.280368	0.000362	0.000428
TOMM22	0.280001	0.000369	0.000436
PPBP	0.279744	0.000355	0.00042
MOGS	0.279729	0.000374	0.000442
TEFM	0.279729	0.000374	0.000442
BLOC1S5	0.279442	0.000379	0.000448
GNA13	0.279033	0.000387	0.000457
HCFC2	0.278911	0.00039	0.00046
SEC61B	0.278588	0.000396	0.000467
MED4	0.278511	0.000397	0.000469
RPL19	0.278487	0.000398	0.000469
ENGASE	0.278409	0.000399	0.000471
TRIP4	0.278248	0.000403	0.000475
RALGAPB	0.277863	0.00041	0.000484
POLR3A	0.277114	0.000426	0.000502
NUDT3	0.277054	0.000427	0.000503
GCC1	0.276585	0.000437	0.000515
MLH1	0.276406	0.000441	0.00052
HIST1H1C	0.276042	0.000449	0.000529
CORO2B	0.275971	0.00043	0.000506
ZC3H7A	0.275931	0.000452	0.000532
TARDBP	0.275672	0.000457	0.000538
SH2B1	0.275397	0.000464	0.000546
TGFBRAP1	0.275239	0.000446	0.000525
EXOC7	0.275197	0.000468	0.000551
MLF2	0.275119	0.00047	0.000553
MTPAP	0.274872	0.000476	0.000559
GFER	0.274397	0.000487	0.000573
GABPA	0.273776	0.000502	0.00059
CPSF4	0.273731	0.000503	0.000591
ANAPC5	0.273606	0.000506	0.000595
TMEM115	0.273483	0.000509	0.000598
ARF5	0.272946	0.000523	0.000614
FBLL1	0.272457	0.000512	0.000601
DAPK3	0.272203	0.000542	0.000636
SEPT2	0.27217	0.000543	0.000637
NDUFV1	0.271665	0.000556	0.000653
MPHOSPH8	0.271582	0.000559	0.000656
G3BP1	0.2712	0.000569	0.000668
RPN1	0.271044	0.000573	0.000672
SUPT6H	0.270967	0.000576	0.000675
PIK3R4	0.270904	0.000577	0.000677
MED1	0.270594	0.000586	0.000687
CSNK2B	0.270504	0.000589	0.00069
HIST1H1E	0.270504	0.000564	0.000661
MED24	0.270435	0.00059	0.000692
VPS13A	0.27019	0.000598	0.0007
PIP4K2B	0.270167	0.000598	0.000701
RIOK2	0.27014	0.000599	0.000701
ZNF800	0.26968	0.000612	0.000717
DIABLO	0.269516	0.000617	0.000723
ADPGK	0.269447	0.000619	0.000725
MRPS9	0.269205	0.000627	0.000733
MRPS21	0.269166	0.000628	0.000734
COG6	0.269137	0.000629	0.000735
MRPS22	0.268235	0.000656	0.000768
PCF11	0.268202	0.000657	0.000769
RPS8	0.267674	0.000674	0.000788
NOSIP	0.267486	0.00068	0.000795
TAF9	0.267486	0.00068	0.000795
ITGB1	0.26725	0.000688	0.000804
TMEM223	0.267014	0.000696	0.000813
AOC3	0.266841	0.000702	0.000819
RETN	0.266817	0.000675	0.000788
CD93	0.266539	0.000712	0.000831
MYL12A	0.266348	0.000718	0.000838
STT3A	0.266133	0.000726	0.000847
C12orf29	0.265841	0.000736	0.000859
DNTTIP1	0.265626	0.000743	0.000867
PGGT1B	0.265494	0.000748	0.000872
KDM2A	0.265327	0.000754	0.000879
NACA	0.265244	0.000757	0.000883
MED10	0.265208	0.000758	0.000884
TRAPPC13	0.265097	0.000762	0.000888
GPN1	0.264996	0.000766	0.000892
APOH	0.264808	0.000773	0.0009
TEAD1	0.264647	0.000779	0.000907
GOLGB1	0.264494	0.000784	0.000913
HPS6	0.264297	0.000792	0.000922
WDTC1	0.264205	0.000765	0.000891
EIF3G	0.26379	0.000811	0.000944
GIGYF1	0.263727	0.000813	0.000946
GPN3	0.263118	0.000837	0.000974
C16orf70	0.262431	0.000864	0.001005
CCT2	0.262085	0.000878	0.001022
RPL17	0.261966	0.000883	0.001027
RNF121	0.261885	0.000887	0.001031
SF3B1	0.261521	0.000902	0.001048
CA3	0.26123	0.000881	0.001025
ARPC4	0.260724	0.000936	0.001088
AKAP9	0.260661	0.000939	0.001091
CCDC115	0.260512	0.000945	0.001098
RNASE4	0.260467	0.000947	0.0011
SERF2	0.260109	0.000963	0.001118
APPL1	0.2601	0.000964	0.001119
PSMD11	0.259891	0.000973	0.001129
DNTTIP2	0.259858	0.000974	0.001131
PRKCE	0.259565	0.000988	0.001146
BLOC1S3	0.259518	0.00099	0.001148
ALKBH6	0.259249	0.001002	0.001163
CSDE1	0.258938	0.001017	0.001179
EXOSC1	0.258894	0.001019	0.001181
NAA35	0.258849	0.001021	0.001184
RPS18	0.258544	0.001036	0.0012
NGDN	0.258141	0.001055	0.001223
UBXN4	0.257834	0.00107	0.00124
RPL23	0.257732	0.001075	0.001245
IDH3B	0.257473	0.001088	0.00126
NOL6	0.257049	0.001109	0.001285
PPP1CB	0.25684	0.00112	0.001297
CHCHD6	0.256586	0.001133	0.001312
PIH1D1	0.256398	0.001143	0.001323
COPB1	0.256108	0.001158	0.00134
ZC3H7B	0.255971	0.001166	0.001348
TMEM131	0.255795	0.001175	0.001359
SART1	0.25541	0.001196	0.001383
DMAP1	0.255341	0.0012	0.001387
ACTR2	0.255335	0.0012	0.001387
EXOC4	0.255096	0.001213	0.001402
TMED10	0.254974	0.00122	0.00141
PSMD6	0.254821	0.001228	0.001419
EP400	0.254615	0.00124	0.001432
ARHGAP26	0.254481	0.001248	0.001441
EDEM2	0.254239	0.001261	0.001456
RBM5	0.254215	0.001263	0.001458
RFX5	0.253995	0.001276	0.001472
ATP6V1E1	0.253708	0.001292	0.001491
NDUFA4	0.253618	0.001298	0.001497
MRC1	0.253607	0.001257	0.001452
RPS7	0.253003	0.001334	0.001539
ELMO2	0.252785	0.001347	0.001553
RAB3A	0.252768	0.001307	0.001507
CCT6A	0.252678	0.001354	0.001561
POLR2A	0.251967	0.001398	0.001611
CHCHD2	0.251675	0.001417	0.001632
NAA30	0.251358	0.001437	0.001655
PHF5A	0.25114	0.001451	0.001671
RSL24D1	0.251087	0.001455	0.001675
MRPS25	0.251066	0.001456	0.001676
EEF1G	0.250991	0.001461	0.001682
VRK3	0.250964	0.001463	0.001683
PSMD12	0.250728	0.001478	0.001701
MFAP1	0.250439	0.001497	0.001723
ERGIC3	0.249896	0.001534	0.001765
CLU	0.249764	0.001543	0.001775
GBA2	0.249573	0.001557	0.00179
MBD3	0.249537	0.001559	0.001793
SLU7	0.249513	0.001561	0.001794
TTC39C	0.249427	0.001567	0.001801
DPF2	0.249343	0.001573	0.001807
RNF40	0.248851	0.001608	0.001847
NBAS	0.248645	0.001622	0.001864
HPX	0.24857	0.001628	0.001869
SRRM2	0.248546	0.001629	0.001871
PHB	0.248236	0.001652	0.001897
ZSWIM8	0.248218	0.001653	0.001898
EIF3L	0.247782	0.001686	0.001935
RPL27A	0.247764	0.001687	0.001936
GC	0.247439	0.001712	0.001964
NUDT21	0.246343	0.001796	0.002061
TM9SF2	0.246277	0.001802	0.002066
DYNC1I2	0.2462	0.001808	0.002073
VPS8	0.246023	0.001822	0.002089
DDX3X	0.245979	0.001826	0.002092
GNG10	0.245665	0.001851	0.002121
RPL7	0.24565	0.001852	0.002122
CROCC	0.245519	0.001863	0.002134
HTRA2	0.244465	0.001951	0.002234
MRPS26	0.244277	0.001967	0.002253
TBRG4	0.244089	0.001983	0.002271
NUCB1	0.244005	0.001991	0.002279
TTC33	0.243952	0.001995	0.002284
AFM	0.243943	0.001996	0.002284
UCKL1	0.24394	0.001996	0.002284
OPA3	0.243623	0.002024	0.002315
PPP2R1A	0.243402	0.002044	0.002337
PEX13	0.243325	0.002051	0.002344
CA1	0.243318	0.001998	0.002286
ATG13	0.243244	0.002058	0.002352
MCTS1	0.243142	0.002067	0.002362
DHODH	0.242865	0.002092	0.00239
ZMYND11	0.242793	0.002099	0.002397
RPL12	0.24279	0.002099	0.002397
PI4KA	0.242689	0.002108	0.002407
SMIM15	0.242259	0.002148	0.002452
GGA3	0.241904	0.002181	0.00249
SNRPC	0.241781	0.002193	0.002503
LAGE3	0.241539	0.002216	0.002529
GEMIN4	0.241148	0.002254	0.002571
STXBP3	0.240676	0.0023	0.002624
